"id_2026","redizo","kkov","zamereni","typ","nazev","obec","stav","id_2025_potvrzene","overil","zdroj_overeni","poznamka"
"600001661_79-41-K/41_Gymnazium","600001661","79-41-K/41","Gymnázium","GY4","Academic School, Gymnázium, SOŠ, ZŠ a MŠ, s.r.o.","Uherské Hradiště","chybi_presna_shoda","","","",""
"600001873_79-41-K/81","600001873","79-41-K/81","","GY8","Gymnázium a Hudební škola hl.m.Prahy,ZUŠ","Praha","chybi_presna_shoda","","","",""
"600004597_79-41-K/81","600004597","79-41-K/81","","GY8","Malostranské gymnázium","Praha","chybi_presna_shoda","","","",""
"600004619_36-47-M/01_dle_volby_zamereni_ARS_BIM_POS_DOS_VES_od_2_rocniku","600004619","36-47-M/01","dle volby zaměření (ARS, BIM, POS, DOS, VES) od 2. ročníku","SOS","VOŠ stavební a SPŠ stavební","Praha","chybi_presna_shoda","","","",""
"600004635_79-41-K/41_SVP_GYMNAZIA_JANA_PALACHA_PRAHA_1_s_r_o","600004635","79-41-K/41","ŠVP GYMNÁZIA JANA PALACHA PRAHA 1, s.r.o.","GY4","GYMNÁZIUM JANA PALACHA PRAHA 1, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600004694_79-41-K/41_Vzdelani_cesta_ke_svobode","600004694","79-41-K/41","Vzdělání - cesta ke svobodě","GY4","Gymnázium prof. Jana Patočky","Praha","chybi_presna_shoda","","","",""
"600004694_79-41-K/81_Vzdelani_cesta_ke_svobode","600004694","79-41-K/81","Vzdělání - cesta ke svobodě","GY8","Gymnázium prof. Jana Patočky","Praha","chybi_presna_shoda","","","",""
"600004741_65-42-M/01","600004741","65-42-M/01","","SOS","Hotelová škola","Praha","chybi_presna_shoda","","","",""
"600004759_63-41-M/02","600004759","63-41-M/02","","SOS","Českoslovanská AO Dr. E. Beneše, SOŠ","Praha","kolize_katalogu","","","",""
"600004759_78-42-M/08_Finance_v_digitalni_dobe","600004759","78-42-M/08","Finance v digitální době","LYC","Českoslovanská AO Dr. E. Beneše, SOŠ","Praha","chybi_presna_shoda","","","",""
"600004791_79-41-K/81","600004791","79-41-K/81","","GY8","Arcibiskupské gymnázium","Praha","chybi_presna_shoda","","","",""
"600004856_29-41-M/01_technologie_piva_vina_lihu_a_nealkoholickych_napoju","600004856","29-41-M/01","Technologie piva, vína, lihu a nealkoholických nápojů","SOS","SPŠ, SOŠ a G, Praha 2, Podskalská 10","Praha","kolize_katalogu","","","",""
"600004856_29-41-M/01_zpracovani_mouky_technologie_pekarskych_a_cukrarskych_vyrobku","600004856","29-41-M/01","Zpracování mouky, technologie pekařských a cukrářských výrobků","SOS","SPŠ, SOŠ a G, Praha 2, Podskalská 10","Praha","kolize_katalogu","","","",""
"600004864_64-41-L/51","600004864","64-41-L/51","","NAS","Střední škola obchodní","Praha","chybi_presna_shoda","","","",""
"600004902_68-43-M/01","600004902","68-43-M/01","","SOS","SOŠ sociální svaté Zdislavy","Praha","chybi_presna_shoda","","","",""
"600004902_75-41-M/01","600004902","75-41-M/01","","SOS","SOŠ sociální svaté Zdislavy","Praha","chybi_presna_shoda","","","",""
"600004911_79-41-K/41","600004911","79-41-K/41","","GY4","Gymnázium Karla Sladkovského","Praha","chybi_presna_shoda","","","",""
"600004911_79-41-K/81","600004911","79-41-K/81","","GY8","Gymnázium Karla Sladkovského","Praha","chybi_presna_shoda","","","",""
"600004929_78-42-M/08_Lyceum_OA_Kubelikova","600004929","78-42-M/08","Lyceum OA Kubelíkova","LYC","Obchodní akademie","Praha","chybi_presna_shoda","","","",""
"600004961_79-41-K/61_Nemecky_jazyk","600004961","79-41-K/61","Německý jazyk","GY6","Gymnázium Na Pražačce","Praha","chybi_presna_shoda","","","",""
"600004961_79-41-K/61_Vseobecne","600004961","79-41-K/61","Všeobecné","GY6","Gymnázium Na Pražačce","Praha","chybi_presna_shoda","","","",""
"600004961_79-41-K/61_Vytvarna_vychova","600004961","79-41-K/61","Výtvarná výchova","GY6","Gymnázium Na Pražačce","Praha","chybi_presna_shoda","","","",""
"600005143_79-41-K/61_s_posilenou_vyukou_nemciny","600005143","79-41-K/61","s posílenou výukou němčiny","GY6","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600005143_79-41-K/61_s_vyukou_francouzstiny","600005143","79-41-K/61","s výukou francouzštiny","GY6","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600005178_79-41-K/41_vseobecne_gymnazium","600005178","79-41-K/41","všeobecné gymnázium","GY4","Gymnázium Evolution, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005178_79-41-K/61_Vseobecne_gymnazium","600005178","79-41-K/61","Všeobecné gymnázium","GY6","Gymnázium Evolution, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005178_79-41-K/81_Vseobecne_gymnazium","600005178","79-41-K/81","Všeobecné gymnázium","GY8","Gymnázium Evolution, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005216_65-42-M/01","600005216","65-42-M/01","","SOS","SŠ gastronomická a hotelová s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005216_65-42-M/02","600005216","65-42-M/02","","SOS","SŠ gastronomická a hotelová s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005267_79-41-K/41_Skola_je_dilna_lidskosti","600005267","79-41-K/41","Škola je dílna lidskosti","GY4","Klasické gymnázium Modřany a ZŠ","Praha","chybi_presna_shoda","","","",""
"600005267_79-41-K/61_Skola_je_dilna_lidskosti","600005267","79-41-K/61","Škola je dílna lidskosti.","GY6","Klasické gymnázium Modřany a ZŠ","Praha","chybi_presna_shoda","","","",""
"600005267_79-41-K/81_Skola_je_dilnou_lidskosti","600005267","79-41-K/81","Škola je dílnou lidskosti","GY8","Klasické gymnázium Modřany a ZŠ","Praha","chybi_presna_shoda","","","",""
"600005321_64-41-L/51","600005321","64-41-L/51","","NAS","Metropolitní odbor. umělec. SŠ","Praha","chybi_presna_shoda","","","",""
"600005321_69-41-L/52","600005321","69-41-L/52","","NAS","Metropolitní odbor. umělec. SŠ","Praha","chybi_presna_shoda","","","",""
"600005321_82-51-L/51","600005321","82-51-L/51","","NAS","Metropolitní odbor. umělec. SŠ","Praha","chybi_presna_shoda","","","",""
"600005364_79-41-K/41_Ucime_se_pro_budoucnost","600005364","79-41-K/41","Učíme se pro budoucnost","GY4","MICHAEL - SŠ, Gymnázium a VOŠ, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005381_23-43-L/51","600005381","23-43-L/51","","NAS","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_23-45-L/01_Obrabec_kovu_23_56_H_01","600005381","23-45-L/01","Obráběč kovů 23-56-H/01","SOU","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_26-41-L/52","600005381","26-41-L/52","","NAS","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_33-42-L/51","600005381","33-42-L/51","","NAS","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_36-44-L/51","600005381","36-44-L/51","","NAS","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_36-47-M/01_Priprava_a_realizace_staveb","600005381","36-47-M/01","Příprava a realizace staveb","SOS","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_39-41-L/01_Autoelektrikar_26_57_H_01","600005381","39-41-L/01","Autoelektrikář 26-57-H/01","SOU","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_39-41-L/01_Mechanik_opravar_motorovych_vozidel_23_68_H_01","600005381","39-41-L/01","Mechanik opravář motorových vozidel 23-68-H/01","SOU","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005381_39-41-L/02_Instalater_36_52_H_01","600005381","39-41-L/02","Instalatér 36-52-H/01","SOU","Akademie řemesel Praha - SŠ technická","Praha","chybi_presna_shoda","","","",""
"600005500_79-41-K/41_SVP_GOP_vseobecne","600005500","79-41-K/41","ŠVP GOP všeobecné","GY4","Gymnázium Oty Pavla","Praha","chybi_presna_shoda","","","",""
"600005500_79-41-K/61_SVP_GOP_vseobecne_s_rozsirenou_vyukou_AJ","600005500","79-41-K/61","ŠVP GOP všeobecné s rozšířenou výukou AJ","GY6","Gymnázium Oty Pavla","Praha","chybi_presna_shoda","","","",""
"600005518_79-41-K/41_Per_partes_ad_astra","600005518","79-41-K/41","Per partes ad astra","GY4","Gymnázium Christiana Dopplera","Praha","chybi_presna_shoda","","","",""
"600005518_79-41-K/81_Cizi_jazyky_brana_do_sveta","600005518","79-41-K/81","Cizí jazyky – brána do světa","GY8","Gymnázium Christiana Dopplera","Praha","chybi_presna_shoda","","","",""
"600005518_79-41-K/81_Myslim_tedy_jsem","600005518","79-41-K/81","Myslím, tedy jsem","GY8","Gymnázium Christiana Dopplera","Praha","chybi_presna_shoda","","","",""
"600005542_65-42-M/01","600005542","65-42-M/01","","SOS","Smíchovská SPŠ, gymnázium a hotelová škola","Praha","chybi_presna_shoda","","","",""
"600005542_65-42-M/02","600005542","65-42-M/02","","SOS","Smíchovská SPŠ, gymnázium a hotelová škola","Praha","chybi_presna_shoda","","","",""
"600005542_78-42-M/08","600005542","78-42-M/08","","LYC","Smíchovská SPŠ, gymnázium a hotelová škola","Praha","chybi_presna_shoda","","","",""
"600005551_79-43-K/61","600005551","79-43-K/61","","GY6","Rakouské gymnázium v Praze o.p.s.","Praha","chybi_presna_shoda","","","",""
"600005593_79-41-K/81","600005593","79-41-K/81","","GY8","Mensa gymnázium, o.p.s.","Praha","chybi_presna_shoda","","","",""
"600005640_33-42-L/51_Technik_nabytkarske_a_drevarske_vyroby","600005640","33-42-L/51","Technik nábytkářské a dřevařské výroby","NAS","Střední škola a VOŠ umělecká a řemeslná","Praha","chybi_presna_shoda","","","",""
"600005640_64-41-L/51_Podnikani","600005640","64-41-L/51","Podnikání","NAS","Střední škola a VOŠ umělecká a řemeslná","Praha","chybi_presna_shoda","","","",""
"600005640_82-51-L/51_Umelecke_remeslne_prace","600005640","82-51-L/51","Umělecké řemeslné práce","NAS","Střední škola a VOŠ umělecká a řemeslná","Praha","chybi_presna_shoda","","","",""
"600005658_26-41-L/01_Elektromechanik_pro_zarizeni_a_pristroje_obor_L_H","600005658","26-41-L/01","Elektromechanik pro zařízení a přístroje, obor L+H","SOU","Střední průmyslová škola dopravní, a.s.","Praha","chybi_presna_shoda","","","",""
"600005658_39-41-L/01_Mechanik_opravar_motorovych_vozidel_obor_L_H","600005658","39-41-L/01","Mechanik opravář motorových vozidel, obor L+H","SOU","Střední průmyslová škola dopravní, a.s.","Praha","chybi_presna_shoda","","","",""
"600005658_64-41-L/51","600005658","64-41-L/51","","NAS","Střední průmyslová škola dopravní, a.s.","Praha","chybi_presna_shoda","","","",""
"600005658_78-42-M/01","600005658","78-42-M/01","","LYC","Střední průmyslová škola dopravní, a.s.","Praha","chybi_presna_shoda","","","",""
"600005666_63-41-M/02_sportovni_management","600005666","63-41-M/02","sportovní management","SOS","Gymnázium, SOŠ a Pr. taneční konzervatoř","Praha","chybi_presna_shoda","","","",""
"600005798_65-41-L/01","600005798","65-41-L/01","","SOU","SŠ kosmetiky a hotelnictví BEAN, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005836_63-41-M/02_Business_Satalice","600005836","63-41-M/02","Business - Satalice","SOS","Obch. akademie Praha, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005836_63-41-M/02_Business_Vinohrady","600005836","63-41-M/02","Business - Vinohrady","SOS","Obch. akademie Praha, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005836_78-42-M/08_Business_Satalice","600005836","78-42-M/08","Business - Satalice","LYC","Obch. akademie Praha, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005836_78-42-M/08_Business_Vinohrady","600005836","78-42-M/08","Business - Vinohrady","LYC","Obch. akademie Praha, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005861_31-43-M/01_Odev_modni_a_marketingove_poradenstvi","600005861","31-43-M/01","Oděv, módní a marketingové poradenství","SOS","VOŠ oděvního návrhářství a SPŠ oděvní","Praha","chybi_presna_shoda","","","",""
"600005895_79-41-K/81_vseobecne","600005895","79-41-K/81","všeobecné","GY8","Trojské gymnázium s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005933_79-41-K/41_Vzdelani_pro_budoucnost_vseobecne","600005933","79-41-K/41","Vzdělání pro budoucnost - všeobecné","GY4","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600005950_79-41-K/41_Aspira_Rozvijime_a_podporujeme","600005950","79-41-K/41","Aspira - Rozvíjíme a podporujeme","GY4","Gymnázium FOSTRA International s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005950_79-41-K/41_International_Rozvijime_v_globalnich_souvislostech_Praha_3","600005950","79-41-K/41","International - Rozvíjíme v globálních souvislostech Praha 3","GY4","Gymnázium FOSTRA International s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005950_79-41-K/41_International_Rozvijime_v_globalnich_souvislostech_Praha_5","600005950","79-41-K/41","International - Rozvíjíme v globálních souvislostech Praha 5","GY4","Gymnázium FOSTRA International s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005950_79-41-K/41_Meda_Pro_budouci_lekare","600005950","79-41-K/41","Meda - Pro budoucí lékaře","GY4","Gymnázium FOSTRA International s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005950_79-41-K/41_Meda_Pro_budouci_psychology","600005950","79-41-K/41","Meda - Pro budoucí psychology","GY4","Gymnázium FOSTRA International s.r.o.","Praha","chybi_presna_shoda","","","",""
"600005992_79-41-K/81_79_41_K_81_Gymnazium","600005992","79-41-K/81","79-41-K/81 Gymnázium","GY8","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600005992_79-43-K/61_79_43_K_61_Dvojjazycne_gymnazium","600005992","79-43-K/61","79-43-K/61 Dvojjazyčné gymnázium","GY6","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600006000_75-41-M/01","600006000","75-41-M/01","","SOS","SOŠ sociální, o.p.s.","Praha","kolize_katalogu","","","",""
"600006018_75-31-M/01_stredni_pedagogicka_skola_Brno","600006018","75-31-M/01","střední pedagogická škola, Brno","SOS","PORG - gymnázium, ZŠ a MŠ, o.p.s.","Brno","chybi_presna_shoda","","","",""
"600006018_79-41-K/81_8lete_PORG_Brno","600006018","79-41-K/81","8leté PORG Brno","GY8","PORG - gymnázium, ZŠ a MŠ, o.p.s.","Brno","chybi_presna_shoda","","","",""
"600006026_63-41-M/02_Business_Academy_CJ_AJ","600006026","63-41-M/02","Business Academy (ČJ/AJ)","SOS","Královská střední škola, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006026_63-41-M/02_Obchodni_akademie_CJ","600006026","63-41-M/02","Obchodní akademie (ČJ)","SOS","Královská střední škola, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006026_79-41-K/41","600006026","79-41-K/41","","GY4","Královská střední škola, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006034_64-41-L/51","600006034","64-41-L/51","","NAS","Soukr. střední škola gastronomie s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006077_75-41-L/51","600006077","75-41-L/51","","NAS","Církevní střední škola Jana Boska","Praha","chybi_presna_shoda","","","",""
"600006123_79-41-K/41_geografie","600006123","79-41-K/41","geografie","GY4","SPŠ zeměměřická a Geogr. gymnázium Praha","Praha","chybi_presna_shoda","","","",""
"600006131_79-41-K/41_KOMPAS","600006131","79-41-K/41","KOMPAS","GY4","Gymnázium Čakovice","Praha","chybi_presna_shoda","","","",""
"600006131_79-41-K/41_KOTVA","600006131","79-41-K/41","KOTVA","GY4","Gymnázium Čakovice","Praha","chybi_presna_shoda","","","",""
"600006174_26-41-L/01_Elektronik_pro_informacni_a_komunikacni_techniku","600006174","26-41-L/01","Elektronik pro informační a komunikační techniku","SOU","VOŠ inf.studií a SŠ el.,multimédií a inf","Praha","chybi_presna_shoda","","","",""
"600006174_26-41-M/01_Zabezpecovaci_technika_a_kamerove_systemy","600006174","26-41-M/01","Zabezpečovací technika a kamerové systémy","SOS","VOŠ inf.studií a SŠ el.,multimédií a inf","Praha","chybi_presna_shoda","","","",""
"600006174_68-42-L/51_Bezpecnostni_sluzby_a_systemy","600006174","68-42-L/51","Bezpečnostní služby a systémy","NAS","VOŠ inf.studií a SŠ el.,multimédií a inf","Praha","chybi_presna_shoda","","","",""
"600006247_79-41-K/41_vseobecne_Nase_skola_v_Evrope","600006247","79-41-K/41","všeobecné - Naše škola v Evropě","GY4","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600006247_79-41-K/81_vseobecne_Moje_tvoje_nase_skola","600006247","79-41-K/81","všeobecné - Moje, tvoje, naše škola","GY8","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600006280_33-42-L/51_Drevostavby","600006280","33-42-L/51","Dřevostavby","NAS","Střední odborná škola Jarov","Praha","chybi_presna_shoda","","","",""
"600006280_36-44-L/51_Stavebni_provoz","600006280","36-44-L/51","Stavební provoz","NAS","Střední odborná škola Jarov","Praha","chybi_presna_shoda","","","",""
"600006280_41-44-L/51_Zahradnictvi","600006280","41-44-L/51","Zahradnictví","NAS","Střední odborná škola Jarov","Praha","chybi_presna_shoda","","","",""
"600006280_64-41-L/51_Podnikani","600006280","64-41-L/51","Podnikání","NAS","Střední odborná škola Jarov","Praha","chybi_presna_shoda","","","",""
"600006298_65-41-L/01_Gastronomie","600006298","65-41-L/01","Gastronomie ","SOU","Střední škola SČMSD Praha, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006310_18-20-M/01","600006310","18-20-M/01","","SOS","Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006310_63-41-M/01_podnikani","600006310","63-41-M/01","Podnikání","SOS","Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.","Praha","kolize_katalogu","","","",""
"600006310_63-41-M/01_sportovni_management","600006310","63-41-M/01","Sportovní management","SOS","Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.","Praha","kolize_katalogu","","","",""
"600006310_65-42-M/02","600006310","65-42-M/02","","SOS","Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006310_79-41-K/41","600006310","79-41-K/41","","GY4","Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006328_63-41-M/02","600006328","63-41-M/02","","SOS","Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006379_78-42-M/06","600006379","78-42-M/06","","LYC","SOŠ uměleckořemeslná s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006379_82-51-L/51","600006379","82-51-L/51","","NAS","SOŠ uměleckořemeslná s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006387_64-41-L/51_Podnikani","600006387","64-41-L/51","Podnikání","NAS","Střední škola podnikání a gastronomie","Praha","chybi_presna_shoda","","","",""
"600006409_63-41-M/01","600006409","63-41-M/01","","SOS","Euroškola Praha SOŠ s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006433_64-41-L/51","600006433","64-41-L/51","","NAS","SOŠ a SOU, Praha - Čakovice","Praha","chybi_presna_shoda","","","",""
"600006433_65-41-L/01_Cisnik","600006433","65-41-L/01","Číšník","SOU","SOŠ a SOU, Praha - Čakovice","Praha","chybi_presna_shoda","","","",""
"600006433_65-41-L/01_Kuchar","600006433","65-41-L/01","Kuchař","SOU","SOŠ a SOU, Praha - Čakovice","Praha","chybi_presna_shoda","","","",""
"600006531_64-41-L/51_Podnikani","600006531","64-41-L/51","Podnikání","NAS","Gymn. bří Čapků a První české soukr. SOU","Praha","chybi_presna_shoda","","","",""
"600006565_79-41-K/41","600006565","79-41-K/41","","GY4","SPŠ a Gymnázium Na Třebešíně","Praha","chybi_presna_shoda","","","",""
"600006581_64-41-L/51_Podnikani","600006581","64-41-L/51","Podnikání","NAS","Střední škola gastronomie","Praha","chybi_presna_shoda","","","",""
"600006581_65-41-L/01_Gastronomie_PLUS_v_kombinaci_s_oborem_Kuchar_cisnik","600006581","65-41-L/01","Gastronomie PLUS (v kombinaci s oborem Kuchař-číšník)","SOU","Střední škola gastronomie","Praha","chybi_presna_shoda","","","",""
"600006654_34-53-L/01_34_53_H_01_Reprodukcni_grafik","600006654","34-53-L/01","34-53-H/01 Reprodukční grafik","SOU","SŠ mediální grafiky a tisku, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006662_75-31-M/01_Denni_studium","600006662","75-31-M/01","Denní studium ","SOS","Střední škola Futurum, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006662_78-42-M/08_Lyceum_v_oboru_humanitnich_a_spolecenskych_ved","600006662","78-42-M/08","Lyceum v oboru humanitních a společenských věd","LYC","Střední škola Futurum, s.r.o.","Praha","chybi_presna_shoda","","","",""
"600006689_78-42-M/08_Humanni_a_veterinarni_medicina_AI_v_zemedelstvi","600006689","78-42-M/08","Humánní a veterinární medicína, AI v zemědělství","LYC","Vyšší odborná škola a Střední zem. škola","Benešov","chybi_presna_shoda","","","",""
"600006697_23-45-L/01","600006697","23-45-L/01","","SOU","Střední průmyslová škola","Vlašim","chybi_presna_shoda","","","",""
"600006697_78-42-M/08","600006697","78-42-M/08","","LYC","Střední průmyslová škola","Vlašim","chybi_presna_shoda","","","",""
"600006751_79-41-K/41_Skola_pro_zivot","600006751","79-41-K/41","Škola pro život","GY4","Gymnázium","Vlašim","chybi_presna_shoda","","","",""
"600006751_79-41-K/81_Skola_pro_zivot","600006751","79-41-K/81","Škola pro život","GY8","Gymnázium","Vlašim","chybi_presna_shoda","","","",""
"600006760_64-41-L/51","600006760","64-41-L/51","","NAS","SOŠ a SOU","Vlašim","chybi_presna_shoda","","","",""
"600006778_63-41-M/02","600006778","63-41-M/02","","SOS","Obchodní akademie","Neveklov","chybi_presna_shoda","","","",""
"600006832_78-42-M/08","600006832","78-42-M/08","","LYC","OA, SPgŠ a JŠ s právem SJZ","Beroun","chybi_presna_shoda","","","",""
"600006841_63-41-M/01_Ekonomika_a_informatika_v_podnikani","600006841","63-41-M/01","Ekonomika a informatika v podnikání","SOS","SOŠ a SOU","Hořovice","chybi_presna_shoda","","","",""
"600006841_78-42-M/08_1_Prirodni_a_potravinove_zdroje_2_Udrzitelny_rozvoj_spolecnosti","600006841","78-42-M/08","1) Přírodní a potravinové zdroje  2) Udržitelný rozvoj společnosti","LYC","SOŠ a SOU","Hořovice","chybi_presna_shoda","","","",""
"600006859_64-41-L/51","600006859","64-41-L/51","","NAS","SOŠ a SOU","Beroun","chybi_presna_shoda","","","",""
"600006859_78-42-M/08","600006859","78-42-M/08","","LYC","SOŠ a SOU","Beroun","chybi_presna_shoda","","","",""
"600006905_23-41-M/01_3D_modelovani_a_technologie","600006905","23-41-M/01","3D modelování a technologie","SOS","SPŠ a VOŠ","Kladno","chybi_presna_shoda","","","",""
"600006905_26-41-M/01_Aplikace_elektrotechniky_zamereni_Automatizace_a_robotika","600006905","26-41-M/01","Aplikace elektrotechniky, zaměření Automatizace a robotika ","SOS","SPŠ a VOŠ","Kladno","chybi_presna_shoda","","","",""
"600006905_26-41-M/01_Aplikace_elektrotechniky_zamereni_Elektroenergetika","600006905","26-41-M/01","Aplikace elektrotechniky, zaměření Elektroenergetika","SOS","SPŠ a VOŠ","Kladno","chybi_presna_shoda","","","",""
"600006930_18-20-M/01_Informacni_technologie","600006930","18-20-M/01","Informační technologie","SOS","1. klad. soukr. SŠ a ZŠ (1.KŠPA), s.r.o.","Kladno","chybi_presna_shoda","","","",""
"600006930_63-41-M/01_Management_sportu","600006930","63-41-M/01","Management sportu","SOS","1. klad. soukr. SŠ a ZŠ (1.KŠPA), s.r.o.","Kladno","kolize_katalogu","","","",""
"600006930_65-42-M/02_Cestovni_ruch","600006930","65-42-M/02","Cestovní ruch","SOS","1. klad. soukr. SŠ a ZŠ (1.KŠPA), s.r.o.","Kladno","chybi_presna_shoda","","","",""
"600006930_79-41-K/41","600006930","79-41-K/41","","GY4","1. klad. soukr. SŠ a ZŠ (1.KŠPA), s.r.o.","Kladno","chybi_presna_shoda","","","",""
"600007022_64-41-L/51","600007022","64-41-L/51","","NAS","Střední škola služeb a řemesel","Stochov","chybi_presna_shoda","","","",""
"600007073_29-41-L/51","600007073","29-41-L/51","","NAS","Střední škola designu a řemesel","Kladno","chybi_presna_shoda","","","",""
"600007073_33-42-L/51","600007073","33-42-L/51","","NAS","Střední škola designu a řemesel","Kladno","chybi_presna_shoda","","","",""
"600007146_34-42-M/01_produktovy_design","600007146","34-42-M/01","produktový design","SOS","OSŠ podnikání a med. tvorby Kolín s.r.o.","Kolín","chybi_presna_shoda","","","",""
"600007171_64-41-L/51","600007171","64-41-L/51","","NAS","SPŠ strojírenská a JŠ s právem SJZ","Kolín","chybi_presna_shoda","","","",""
"600007251_78-42-M/08","600007251","78-42-M/08","","LYC","VOŠ, SPŠ a OA","Čáslav","chybi_presna_shoda","","","",""
"600007260_23-45-M/01","600007260","23-45-M/01","","SOS","SOŠ a SOU dopravní","Čáslav","chybi_presna_shoda","","","",""
"600007278_41-41-M/01_Moderni_zemedelstvi_a_nove_technologie","600007278","41-41-M/01","Moderní zemědělství a nové technologie","SOS","Střední zemědělská škola a Střední odbor. učiliště","Čáslav","chybi_presna_shoda","","","",""
"600007278_64-41-L/51","600007278","64-41-L/51","","NAS","Střední zemědělská škola a Střední odbor. učiliště","Čáslav","chybi_presna_shoda","","","",""
"600007286_78-42-M/01","600007286","78-42-M/01","","LYC","VOŠ, SPŠ a JŠ s právem SJZ","Kutná Hora","chybi_presna_shoda","","","",""
"600007294_64-41-L/51","600007294","64-41-L/51","","NAS","SOŠ a SOU řemesel","Kutná Hora","chybi_presna_shoda","","","",""
"600007332_79-41-K/41","600007332","79-41-K/41","","GY4","Dvořákovo gymnázium","Kralupy nad Vltavou","chybi_presna_shoda","","","",""
"600007383_78-42-M/08","600007383","78-42-M/08","","LYC","Česká zahrad. akademie Mělník - SŠ a VOŠ","Mělník","chybi_presna_shoda","","","",""
"600007464_69-41-L/01","600007464","69-41-L/01","","SOU","Boleslav. soukr. SOŠ a Gymnázium, s.r.o.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007481_64-41-L/51","600007481","64-41-L/51","","NAS","SŠ tradičních řemesel HERMÉS MB s.r.o.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007529_63-41-M/02","600007529","63-41-M/02","","SOS","OA a JŠ s právem státní jazykové zkoušky","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007529_78-42-M/02","600007529","78-42-M/02","","LYC","OA a JŠ s právem státní jazykové zkoušky","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007545_23-43-L/51","600007545","23-43-L/51","","NAS","ŠKODA AUTO a.s., SOU strojírenské, o.z.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007545_26-41-L/01","600007545","26-41-L/01","","SOU","ŠKODA AUTO a.s., SOU strojírenské, o.z.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007545_26-41-L/52","600007545","26-41-L/52","","NAS","ŠKODA AUTO a.s., SOU strojírenské, o.z.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007545_26-41-M/01","600007545","26-41-M/01","","SOS","ŠKODA AUTO a.s., SOU strojírenské, o.z.","Mladá Boleslav","chybi_presna_shoda","","","",""
"600007545_37-41-M/01","600007545","37-41-M/01","","SOS","ŠKODA AUTO a.s., SOU strojírenské, o.z.","Mladá Boleslav","chybi_presna_shoda","","","",""
